,fecha,coche_propio,carnet_coche,mascota,presupuesto_alquiler,numero_familiares,sector_servicios,sector_industria,sector_construccion,sector_agricultura_ganaderia_pesca,sector_otros,predisposicion_pueblo_1 mes,predisposicion_pueblo_3 meses,predisposicion_pueblo_6 meses,predisposicion_pueblo_Aún me lo estoy pensando,year,month,day,pais_de_residencia_España,pais_de_residencia_Latino América,pais_de_residencia_Otro,pais_de_residencia_Resto de Europa (dentro de UE),prov_norte,prov_sur,prov_este,prov_centro,prov_madrid,prov_fuera_espana,situacion_en_espana_No estoy en ninguna de esas situaciones,situacion_en_espana_Tengo nacionalidad española / de un país de la UE / permiso de residencia,primera_segunda_vivienda_Primera residencia,primera_segunda_vivienda_Segunda residencia,zona_interes_Indiferente,"zona_interes_Indiferente, menos de 150km de Madrid",zona_interes_Navarra,zona_interes_Pueblos de Burgos,zona_interes_Pueblos de Cuenca,zona_interes_Pueblos de Galicia,zona_interes_Pueblos de Jaén,zona_interes_Pueblos de Palencia,zona_interes_Pueblos de Segovia,zona_interes_Pueblos de Soria,zona_interes_Pueblos de Zamora,zona_interes_Pueblos de Zaragoza,zona_interes_Pueblos de Zaragoza-Huesca,zona_interes_Sierra norte de Madrid,autonomia_economica_1 año,autonomia_economica_3 meses,autonomia_economica_6 meses,autonomia_economica_Más de 1 año
1,2020-10-26,1,1,0,1,2,0,0,0,0,0,0,1,0,0,2020,10,26,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2020-10-26,1,1,1,2,2,1,0,0,0,0,0,0,0,1,2020,10,26,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,2020-11-08,1,1,1,2,3,0,0,0,0,0,0,1,0,0,2020,11,8,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,2020-11-11,1,1,1,2,2,1,0,0,0,0,0,0,1,0,2020,11,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5,2020-11-16,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2020,11,16,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,2020-11-17,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2020,11,17,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7,2020-11-19,1,1,1,1,8,0,0,0,0,0,0,0,1,0,2020,11,19,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,2020-11-19,1,1,1,1,3,0,0,0,0,0,0,0,1,0,2020,11,19,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9,2020-11-20,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2020,11,20,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,2020-11-20,1,1,0,2,4,0,0,0,0,0,0,1,0,0,2020,11,20,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2020-11-20,1,1,1,2,1,1,0,0,0,0,0,0,0,1,2020,11,20,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,2020-11-21,1,1,1,2,2,1,0,0,0,0,0,0,1,0,2020,11,21,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13,2020-11-21,1,1,0,1,2,0,0,1,0,0,1,0,0,0,2020,11,21,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,2020-11-21,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2020,11,21,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,2020-11-21,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2020,11,21,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,2020-11-22,1,1,1,1,2,1,0,0,0,0,0,0,1,0,2020,11,22,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17,2020-11-23,1,1,1,3,2,1,0,0,0,0,0,0,1,0,2020,11,23,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18,2020-11-23,1,1,1,1,4,0,0,0,0,0,0,0,0,1,2020,11,23,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2020-11-23,1,1,1,2,2,0,0,0,0,0,0,0,1,0,2020,11,23,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2020-11-23,1,1,1,1,2,0,0,0,0,0,0,0,0,1,2020,11,23,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,2020-11-23,1,1,0,3,1,0,0,0,0,0,0,0,1,0,2020,11,23,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,2020-11-24,0,0,0,2,2,1,0,0,0,0,0,0,1,0,2020,11,24,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,2020-11-25,1,1,0,2,6,1,0,0,0,0,0,0,1,0,2020,11,25,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,2020-11-26,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2020,11,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,2020-11-26,1,1,1,2,2,0,0,0,0,0,0,1,0,0,2020,11,26,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,2020-11-27,0,1,1,1,3,0,0,0,0,1,0,0,1,0,2020,11,27,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,2020-11-27,0,0,1,2,2,1,0,0,0,0,1,0,0,0,2020,11,27,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,2020-11-27,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2020,11,27,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29,2020-11-28,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2020,11,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30,2020-11-28,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2020,11,28,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,2020-11-28,0,1,0,1,2,0,0,0,1,0,1,0,0,0,2020,11,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2020-11-28,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2020,11,28,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2020-11-28,1,1,0,2,2,0,0,0,0,1,0,0,1,0,2020,11,28,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,2020-11-28,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2020,11,28,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,2020-11-29,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2020,11,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,2020-11-29,1,1,0,2,1,1,0,0,0,0,0,0,1,0,2020,11,29,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2020-11-29,1,1,0,2,2,0,1,0,0,0,1,0,0,0,2020,11,29,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,2020-11-29,1,1,1,2,6,0,0,0,0,0,0,1,0,0,2020,11,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2020-11-29,0,1,0,2,2,1,0,0,0,0,1,0,0,0,2020,11,29,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,2020-11-30,1,0,0,3,5,0,0,1,0,0,1,0,0,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
41,2020-11-30,1,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,2020-11-30,0,0,0,2,3,1,0,0,0,0,1,0,0,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43,2020-11-30,1,1,0,2,4,1,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
44,2020-11-30,0,0,0,2,2,0,0,0,0,0,1,0,0,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,2020-11-30,0,1,0,2,3,0,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46,2020-11-30,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,2020-11-30,0,1,0,2,3,1,0,0,0,0,0,0,1,0,2020,11,30,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,2020-12-01,1,1,0,1,7,0,1,0,0,0,1,0,0,0,2020,12,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49,2020-12-01,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2020,12,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,2020-12-01,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2020,12,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,2020-12-01,1,1,1,3,2,0,0,0,0,0,0,1,0,0,2020,12,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,2020-12-02,0,0,0,2,2,0,1,0,0,0,1,0,0,0,2020,12,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
53,2020-12-02,0,0,0,2,5,0,0,0,0,0,0,1,0,0,2020,12,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54,2020-12-02,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2020,12,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,2020-12-02,0,1,0,1,5,1,0,0,0,0,1,0,0,0,2020,12,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,2020-12-03,0,1,0,2,6,0,0,0,0,0,1,0,0,0,2020,12,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
57,2020-12-03,0,1,0,1,2,0,0,0,0,1,0,0,1,0,2020,12,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2020-12-04,1,1,0,1,3,0,1,0,0,0,0,0,1,0,2020,12,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
59,2020-12-04,1,1,0,1,3,0,0,0,0,0,1,0,0,0,2020,12,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60,2020-12-04,1,1,0,3,2,0,0,0,0,0,0,0,0,1,2020,12,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
61,2020-12-05,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2020,12,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,2020-12-05,1,1,1,2,5,1,0,0,0,0,0,0,1,0,2020,12,5,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,2020-12-05,1,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,12,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,2020-12-06,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2020,12,6,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,2020-12-06,0,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,12,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,2020-12-06,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2020,12,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,2020-12-06,1,1,1,3,1,1,0,0,0,0,0,0,1,0,2020,12,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
68,2020-12-06,0,0,1,1,2,1,0,0,0,0,0,0,1,0,2020,12,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,2020-12-07,1,1,1,2,4,0,1,0,0,0,1,0,0,0,2020,12,7,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,2020-12-07,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2020,12,7,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,2020-12-07,0,0,0,2,5,0,0,1,0,0,0,0,1,0,2020,12,7,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73,2020-12-07,0,0,0,2,2,0,1,0,0,0,0,0,0,1,2020,12,7,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,2020-12-08,1,1,0,1,3,0,1,0,0,0,0,0,1,0,2020,12,8,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,2020-12-09,1,1,1,1,4,0,0,0,0,0,1,0,0,0,2020,12,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
76,2020-12-09,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2020,12,9,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,2020-12-09,1,1,0,3,1,1,0,0,0,0,0,0,0,1,2020,12,9,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
78,2020-12-10,0,0,1,2,4,0,0,0,0,0,0,0,1,0,2020,12,10,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
79,2020-12-10,1,1,1,1,2,0,0,0,0,0,0,0,1,0,2020,12,10,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,2020-12-10,1,1,1,1,4,0,0,0,0,0,0,0,0,1,2020,12,10,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,2020-12-10,1,1,1,2,1,0,0,0,0,0,0,0,1,0,2020,12,10,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,2020-12-11,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2020,12,11,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
83,2020-12-11,1,1,1,1,2,0,0,0,0,0,1,0,0,0,2020,12,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,2020-12-11,1,1,0,4,3,0,0,0,0,0,0,0,1,0,2020,12,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
85,2020-12-12,1,1,1,2,1,1,0,0,0,0,1,0,0,0,2020,12,12,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,2020-12-13,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2020,12,13,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
87,2020-12-13,0,0,0,3,5,1,0,0,0,0,0,0,1,0,2020,12,13,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
88,2020-12-13,1,0,1,2,1,1,0,0,0,0,0,0,1,0,2020,12,13,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2020-12-14,1,1,0,1,6,0,0,0,0,0,1,0,0,0,2020,12,14,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2020-12-15,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2020,12,15,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,2020-12-15,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2020,12,15,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
92,2020-12-15,1,1,1,1,3,0,0,0,0,0,1,0,0,0,2020,12,15,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,2020-12-16,1,1,1,2,1,0,0,1,0,0,0,0,1,0,2020,12,16,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,2020-12-17,0,1,0,1,3,0,0,0,0,0,0,0,1,0,2020,12,17,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
95,2020-12-17,1,1,1,3,3,1,0,0,0,0,0,1,0,0,2020,12,17,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
96,2020-12-17,1,1,1,2,1,0,1,0,0,0,1,0,0,0,2020,12,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,2020-12-17,1,1,0,1,1,0,0,0,0,1,0,0,1,0,2020,12,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,2020-12-17,0,0,0,1,5,0,0,0,0,0,0,0,1,0,2020,12,17,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
99,2020-12-17,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2020,12,17,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,2020-12-19,1,1,1,2,1,1,0,0,0,0,1,0,0,0,2020,12,19,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
101,2020-12-19,0,1,1,1,2,0,0,0,0,0,1,0,0,0,2020,12,19,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,2020-12-21,0,1,1,1,2,1,0,0,0,0,0,0,1,0,2020,12,21,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
103,2020-12-21,1,1,0,1,3,1,0,0,0,0,0,1,0,0,2020,12,21,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
104,2020-12-22,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2020,12,22,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
105,2020-12-22,1,1,0,2,2,1,0,0,0,0,0,0,1,0,2020,12,22,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,2020-12-23,0,1,0,1,5,1,0,0,0,0,1,0,0,0,2020,12,23,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
107,2020-12-23,0,0,0,1,3,1,0,0,0,0,1,0,0,0,2020,12,23,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
108,2020-12-25,1,1,0,3,4,1,0,0,0,0,0,1,0,0,2020,12,25,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,2020-12-26,0,1,0,2,1,0,0,0,0,0,0,0,1,0,2020,12,26,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,2020-12-26,1,1,1,1,4,1,0,0,0,0,0,1,0,0,2020,12,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,2020-12-26,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2020,12,26,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,2020-12-26,0,1,0,3,6,1,0,0,0,0,0,0,0,1,2020,12,26,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,2020-12-27,1,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,12,27,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,2020-12-27,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2020,12,27,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
116,2020-12-27,1,1,0,2,3,1,0,0,0,0,0,0,0,1,2020,12,27,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
117,2020-12-28,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2020,12,28,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,2020-12-28,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
119,2020-12-28,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,2020-12-28,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2020,12,28,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
121,2020-12-29,1,1,0,4,2,0,1,0,0,0,0,0,1,0,2020,12,29,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
122,2020-12-29,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2020,12,29,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,2020-12-29,0,1,0,2,2,0,0,0,0,0,1,0,0,0,2020,12,29,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,2020-12-30,0,1,0,1,4,0,0,1,0,0,0,0,1,0,2020,12,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,2020-12-30,0,1,0,1,2,1,0,0,0,0,0,0,1,0,2020,12,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
